Year;Country;Indicator Name;Value;Periodicity;Aggregation method;Unit of measure
2007;Kuwait;Bank return on assets (%, before tax);3.127981;;;
2007;Kuwait;Corporate bond average maturity (years);5.038355999999999;;;
2007;Kuwait;Corporate bond issuance volume to GDP (%);0.0872298;;;
2007;Kuwait;Firms using banks to finance investments (%);;;;
2007;Kuwait;Firms with a bank loan or line of credit (%);;;;
2007;Kuwait;Foreign banks among total banks (%);11.0;;;
2007;Kuwait;Global leasing volume to GDP (%);1.48;;;
2007;Kuwait;International debt issues to GDP (%);;;;
2007;Kuwait;Investments financed by banks (%);;;;
2007;Kuwait;Loan from family or friends in the past year (% age 15+);;;;
2007;Kuwait;Mobile phone used to send money (% age 15+);;;;
2007;Kuwait;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
2007;Kuwait;Outstanding international public debt securities to GDP (%);;;;
2007;Kuwait;Provisions to nonperforming loans (%);47.200001;;;
2007;Kuwait;Stock price volatility;16.77988;;;
2007;Kuwait;Value of collateral needed for a loan (% of the loan amount);;;;
2007;Oman;Account used for business purposes (% age 15+);;;;
2007;Oman;Bank net interest margin (%);3.6309440000000004;;;
2007;Oman;Consolidated foreign claims of BIS reporting banks to GDP (%);20.5986;;;
2007;Oman;Debit card (% age 15+);;;;
2007;Oman;Deposit money banks'' assets to GDP (%);38.71832;;;
2007;Oman;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
2007;Oman;Firms identifying access to finance as a major constraint (%);;;;
2007;Oman;Foreign bank assets among total banks assets (%);;;;
2007;Oman;Global leasing volume to GDP (%);1.19;;;
2007;Oman;Gross portfolio equity assets to GDP (%);;;;
2007;Oman;Investments financed by banks (%);;;;
2007;Oman;Life insurance premium volume to GDP (%);0.1957925;;;
2007;Oman;Outstanding international public debt securities to GDP (%);;;;
2007;Oman;Pension fund assets to GDP (%);;;;
2007;Oman;Syndicated loan average maturity (years);;;;
2007;Oman;Total factoring volume to GDP (%);;;;
2007;Oman;Value of collateral needed for a loan (% of the loan amount);;;;
2007;Qatar;Account used to receive wages (% age 15+);;;;
2007;Qatar;ATMs per 100,000 adults;49.61485;;;
2007;Qatar;Bank branches per 100,000 adults;17.775399;;;
2007;Qatar;Bank cost to income ratio (%);28.28193;;;
2007;Qatar;Banking crisis dummy (1=banking crisis, 0=none);0.0;;;
2007;Qatar;Central bank assets to GDP (%);0.0023090999999999997;;;
2007;Qatar;Consolidated foreign claims of BIS reporting banks to GDP (%);41.47175;;;
2007;Qatar;Credit to government and state-owned enterprises to GDP (%);13.98355;;;
2007;Qatar;Debit card (% age 15+);;;;
2007;Qatar;Deposit money bank assets to deposit money bank assets and central bank assets (%);99.99585;;;
2007;Qatar;Deposit money banks'' assets to GDP (%);55.55798000000001;;;
2007;Qatar;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
2007;Qatar;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);27.5521;;;
2007;Qatar;Firms whose recent loan application was rejected (%);;;;
2007;Qatar;Firms with a checking or savings account (%);;;;
2007;Qatar;Gross portfolio equity assets to GDP (%);;;;
2007;Qatar;International debt issues to GDP (%);14.1823;;;
2007;Qatar;Life insurance premium volume to GDP (%);;;;
2007;Qatar;Liquid liabilities in millions USD (2000 constant);44073.39;;;
2007;Qatar;Liquid liabilities to GDP (%);52.9843;;;
2007;Qatar;Loans from nonresident banks (net) to GDP (%);;;;
2007;Qatar;Loans requiring collateral (%);;;;
2007;Qatar;Stock market return (%, year-on-year);;;;
2007;Qatar;Stock market total value traded to GDP (%);37.5603;;;
2007;Qatar;Syndicated loan average maturity (years);8.492735;;;
2007;Saudi Arabia;Account used to receive wages (% age 15+);;;;
2007;Saudi Arabia;Bank accounts per 1,000 adults;106486.14;;;
2007;Saudi Arabia;Bank return on assets (%, after tax);2.916721;;;
2007;Saudi Arabia;Bank return on equity (%, before tax);23.77415;;;
2007;Saudi Arabia;Bank Z-score;19.01566;;;
2007;Saudi Arabia;Checks used to make payments (% age 15+);;;;
2007;Saudi Arabia;Debit card (% age 15+);;;;
2007;Saudi Arabia;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
2007;Saudi Arabia;Electronic payments used to make payments (% age 15+);;;;
2007;Saudi Arabia;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);72.52828000000001;;;
2007;Saudi Arabia;Financial system deposits to GDP (%);20.00981;;;
2007;Saudi Arabia;Firms not needing a loan (%);;;;
2007;Saudi Arabia;Firms whose recent loan application was rejected (%);;;;
2007;Saudi Arabia;Foreign bank assets among total bank assets (%);0.0;;;
2007;Saudi Arabia;Foreign bank assets among total banks assets (%);;;;
2007;Saudi Arabia;Government bank assets among total bank assets (%);;;;
2007;Saudi Arabia;Liquid assets to deposits and short term funding (%);17.97025;;;
2007;Saudi Arabia;Liquid liabilities in millions USD (2000 constant);221199.2;;;
2007;Saudi Arabia;Loan from an employer in the past year (% age 15+);;;;
2007;Saudi Arabia;Loans from nonresident banks (net) to GDP (%);;;;
2007;Saudi Arabia;Mobile phone used to pay bills (% age 15+);;;;
2007;Saudi Arabia;Nonbank financial institutionsâ assets to GDP (%);12.917760000000001;;;
2007;Saudi Arabia;Private credit by deposit money banks to GDP (%);37.071529999999996;;;
2007;Saudi Arabia;Saved any money in the past year (% age 15+);;;;
2007;Saudi Arabia;Syndicated loan issuance volume to GDP (%);5.709505;;;
2008;Bahrain;Account used for business purposes (% age 15+);;;;
2008;Bahrain;Bank concentration (%);79.01079;;;
2008;Bahrain;Central bank assets to GDP (%);;;;
2008;Bahrain;Corporate bond issuance volume to GDP (%);0.7389861;;;
2008;Bahrain;Credit flows by fintech and bigtech companies to GDP (%);;;;
2008;Bahrain;Firms not needing a loan (%);;;;
2008;Bahrain;Firms with a bank loan or line of credit (%);;;;
2008;Bahrain;Government bank assets among total bank assets (%);;;;
2008;Bahrain;Loan in the past year (% age 15+);;;;
2008;Bahrain;Loan through store credit in the past year (% age 15+);;;;
2008;Bahrain;Saved using a savings club in the past year (% age 15+);;;;
2008;Bahrain;Small firms with a bank loan or line of credit (%);;;;
2008;Bahrain;Stock market capitalization to GDP (%);77.5832;;;
2008;Bahrain;Syndicated loan issuance volume to GDP (%);0.5421824000000001;;;
2008;China;Account used to receive remittances (% age 15+);;;;
2008;China;Bank capital to total assets (%);6.0;;;
2008;China;Bank non-performing loans to gross loans (%);2.4000001;;;
2008;China;Bank regulatory capital to risk-weighted assets (%);12.0;;;
2008;China;Bank return on assets (%, before tax);1.153701;;;
2008;China;Bank return on equity (%, before tax);18.357879999999998;;;
2008;China;Depositing/withdrawing at least once in a typical month (% age 15+);;;;
2008;China;International debt issues to GDP (%);1.0454459999999999;;;
2008;China;Investments financed by banks (%);;;;
2008;China;Outstanding international private debt securities to GDP (%);0.9539850000000001;;;
2008;China;Outstanding international public debt securities to GDP (%);0.091461;;;
2008;China;Stock market turnover ratio (%);219.5352;;;
2008;China;Syndicated loan average maturity (years);9.834228999999999;;;
2008;China;Value of collateral needed for a loan (% of the loan amount);;;;
2008;India;Bank branches per 100,000 adults;9.278087699999999;;;
2008;India;Bank capital to total assets (%);7.3000002;;;
2008;India;Bank credit to bank deposits (%);75.33697;;;
2008;India;Bank noninterest income to total income (%);35.3794;;;
2008;India;Bank non-performing loans to gross loans (%);2.4000001;;;
2008;India;Banking crisis dummy (1=banking crisis, 0=none);0.0;;;
2008;India;Central bank assets to GDP (%);1.82338;;;
2008;India;Consolidated foreign claims of BIS reporting banks to GDP (%);15.46815;;;
2008;India;Corporate bond average maturity (years);7.844863;;;
2008;India;Deposit money banks'' assets to GDP (%);70.15811;;;
2008;India;Electronic payments used to make payments (% age 15+);;;;
2008;India;Firms using banks to finance investments (%);;;;
2008;India;Foreign banks among total banks (%);12.0;;;
2008;India;Gross portfolio debt liabilities to GDP (%);1.7594490000000003;;;
2008;India;Insurance company assets to GDP (%);17.542277;;;
2008;India;Life insurance premium volume to GDP (%);4.064844;;;
2008;India;Liquid liabilities to GDP (%);78.19485;;;
2008;India;Loan from a financial institution in the past year (% age 15+);;;;
2008;India;Loan from a private lender in the past year (% age 15+);;;;
2008;India;Loan from an employer in the past year (% age 15+);;;;
2008;India;Loans from nonresident banks (net) to GDP (%);0.05154740000000001;;;
2008;India;Mobile phone used to send money (% age 15+);;;;
2008;India;Outstanding domestic public debt securities to GDP (%);2.48854;;;
2008;India;Private credit by deposit money banks to GDP (%);50.08586;;;
2008;India;Saved at a financial institution in the past year (% age 15+);;;;
2008;India;Small firms with a bank loan or line of credit (%);;;;
2008;India;Stock price volatility;19.61584;;;
2008;India;Syndicated loan average maturity (years);9.911359;;;
2008;Kuwait;Account used to receive wages (% age 15+);;;;
2008;Kuwait;Bank accounts per 1,000 adults;1303.4433;;;
2008;Kuwait;Bank net interest margin (%);3.0472759999999997;;;
2008;Kuwait;Debit card (% age 15+);;;;
2008;Kuwait;Deposit money bank assets to deposit money bank assets and central bank assets (%);;;;
2008;Kuwait;Domestic credit to private sector (% of GDP);57.2649;;;
2008;Kuwait;Electronic payments used to make payments (% age 15+);;;;
2008;Kuwait;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);34.10232;;;
2008;Kuwait;Financial system deposits to GDP (%);53.615680000000005;;;
2008;Kuwait;Foreign banks among total banks (%);11.0;;;
2008;Kuwait;Global leasing volume to GDP (%);;;;
2008;Kuwait;Gross portfolio equity liabilities to GDP (%);4.698548000000001;;;
2008;Kuwait;Loan through store credit in the past year (% age 15+);;;;
2008;Kuwait;Mobile phone used to pay bills (% age 15+);;;;
2008;Kuwait;Private credit by deposit money banks and other financial institutions to GDP (%);66.65018;;;
2008;Kuwait;Private credit by deposit money banks to GDP (%);60.374680000000005;;;
2008;Kuwait;Syndicated loan issuance volume to GDP (%);1.662348;;;
2008;Kuwait;Value of collateral needed for a loan (% of the loan amount);;;;
2008;Oman;ATMs per 100,000 adults;;;;
2008;Oman;Bank accounts per 1,000 adults;;;;
2008;Oman;Bank return on equity (%, after tax);16.74674;;;
2008;Oman;Bank Z-score;18.70228;;;
2008;Oman;Checks used to make payments (% age 15+);;;;
2008;Oman;Corporate bond average maturity (years);;;;
2008;Oman;Credit card (% age 15+);;;;
2008;Oman;Deposit money banks'' assets to GDP (%);37.80123;;;
2008;Oman;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);43.06823;;;
2008;Oman;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);32.13133;;;
2008;Oman;Firms not needing a loan (%);;;;
2008;Oman;Firms with a bank loan or line of credit (%);;;;
2008;Oman;Foreign bank assets among total bank assets (%);0.0;;;
2008;Oman;Gross portfolio debt liabilities to GDP (%);;;;
2008;Oman;International debt issues to GDP (%);;;;
2008;Oman;Life insurance premium volume to GDP (%);0.1755344;;;
2008;Oman;Loan in the past year (% age 15+);;;;
2008;Oman;Loans requiring collateral (%);;;;
2008;Oman;Saved any money in the past year (% age 15+);;;;
2008;Oman;Saved at a financial institution in the past year (% age 15+);;;;
2008;Oman;Saved using a savings club in the past year (% age 15+);;;;
2008;Oman;Small firms with a bank loan or line of credit (%);;;;
2008;Oman;Syndicated loan average maturity (years);;;;
2008;Qatar;Account at a formal financial institution (% age 15+);;;;
2008;Qatar;Account used to receive government payments (% age 15+);;;;
2008;Qatar;ATMs per 100,000 adults;44.011506;;;
2008;Qatar;Bank cost to income ratio (%);27.09627;;;
2008;Qatar;Bank return on equity (%, after tax);19.85521;;;
2008;Qatar;Consolidated foreign claims of BIS reporting banks to GDP (%);39.2114;;;
2008;Qatar;Foreign bank assets among total banks assets (%);;;;
2008;Qatar;Investments financed by banks (%);;;;
2008;Qatar;Loans from nonresident banks (net) to GDP (%);;;;
2008;Qatar;Non-life insurance premium volume to GDP (%);0.5799772;;;
2008;Qatar;Outstanding international private debt securities to GDP (%);7.9864630000000005;;;
2008;Qatar;Pension fund assets to GDP (%);;;;
2008;Qatar;Provisions to nonperforming loans (%);83.199997;;;
2008;Qatar;Remittance inflows to GDP (%);0.0;;;
2008;Qatar;Saved at a financial institution in the past year (% age 15+);;;;
2008;Qatar;Stock market capitalization to GDP (%);66.3924;;;
2008;Qatar;Stock market return (%, year-on-year);44.78371;;;
2008;Saudi Arabia;ATMs per 100,000 adults;9206.6713;;;
2008;Saudi Arabia;Bank branches per 100,000 adults;1479.4033;;;
2008;Saudi Arabia;Bank concentration (%);53.153119999999994;;;
2008;Saudi Arabia;Bank overhead costs to total assets (%);1.5487469999999999;;;
2008;Saudi Arabia;Bank regulatory capital to risk-weighted assets (%);16.0;;;
2008;Saudi Arabia;Corporate bond issuance volume to GDP (%);0.48929480000000003;;;
2008;Saudi Arabia;Credit card (% age 15+);;;;
2008;Saudi Arabia;Credit to government and state-owned enterprises to GDP (%);12.41437;;;
2008;Saudi Arabia;Firms using banks to finance investments (%);;;;
2008;Saudi Arabia;Firms with a checking or savings account (%);;;;
2008;Saudi Arabia;Foreign bank assets among total bank assets (%);0.0;;;
2008;Saudi Arabia;Gross portfolio debt assets to GDP (%);9.310521000000001;;;
2008;Saudi Arabia;Loan from a financial institution in the past year (% age 15+);;;;
2008;Saudi Arabia;Loan from an employer in the past year (% age 15+);;;;
2008;Saudi Arabia;Loans from nonresident banks (net) to GDP (%);-0.008272499999999999;;;
2008;Saudi Arabia;Market capitalization excluding top 10 companies to total market capitalization (%);39.10601;;;
2008;Saudi Arabia;Mutual fund assets to GDP (%);3.8381147000000007;;;
2008;Saudi Arabia;Non-life insurance premium volume to GDP (%);0.2831875;;;
2008;Saudi Arabia;Outstanding international public debt securities to GDP (%);;;;
2008;Saudi Arabia;Private credit by deposit money banks to GDP (%);37.68428;;;
2008;Saudi Arabia;Syndicated loan issuance volume to GDP (%);4.272947;;;
2008;Saudi Arabia;Total factoring volume to GDP (%);;;;
2009;Bahrain;Bank branches per 100,000 adults;;;;
2009;Bahrain;Bank net interest margin (%);2.36603;;;
2009;Bahrain;Bank overhead costs to total assets (%);1.259011;;;
2009;Bahrain;Bank return on assets (%, after tax);0.4855457;;;
2009;Bahrain;Central bank assets to GDP (%);1.187278;;;
2009;Bahrain;Consolidated foreign claims of BIS reporting banks to GDP (%);146.014;;;
2009;Bahrain;Debit card (% age 15+);;;;
2009;Bahrain;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);142.5385;;;
2009;Bahrain;Liquid assets to deposits and short term funding (%);29.863809999999997;;;
2009;Bahrain;Loan from a financial institution in the past year (% age 15+);;;;
2009;Bahrain;Loans from nonresident banks (amounts outstanding) to GDP (%);29.31352;;;
2009;Bahrain;Nonbank financial institutionsâ assets to GDP (%);46.52541;;;
2009;Bahrain;Non-life insurance premium volume to GDP (%);1.125416;;;
2009;Bahrain;Number of listed companies per 1,000,000 people;37.12845;;;
2009;Bahrain;Stock market capitalization to GDP (%);70.8975;;;
2009;Bahrain;Stock market return (%, year-on-year);-40.06;;;
2009;Bahrain;Syndicated loan average maturity (years);;;;
2009;China;5-bank asset concentration;77.07553;;;
2009;China;Account used for business purposes (% age 15+);;;;
2009;China;Account used to receive remittances (% age 15+);;;;
2009;China;Account used to receive wages (% age 15+);;;;
2009;China;Bank lending-deposit spread;3.06;;;
2009;China;Corporate bond average maturity (years);5.468926000000001;;;
2009;China;Credit card (% age 15+);;;;
2009;China;Debit card (% age 15+);;;;
2009;China;Deposit money bank assets to deposit money bank assets and central bank assets (%);96.77693000000001;;;
2009;China;Firms using banks to finance working capital (%);;;;
2009;China;Firms with a checking or savings account (%);;;;
2009;China;Foreign bank assets among total bank assets (%);2.0;;;
2009;China;Gross portfolio debt liabilities to GDP (%);0.29906479999999996;;;
2009;China;Gross portfolio equity liabilities to GDP (%);7.445124000000001;;;
2009;China;Loan from a private lender in the past year (% age 15+);;;;
2009;China;Loan through store credit in the past year (% age 15+);;;;
2009;China;Market capitalization excluding top 10 companies to total market capitalization (%);72.18949;;;
2009;China;Outstanding international public debt securities to GDP (%);0.0734853;;;
2009;China;Value of collateral needed for a loan (% of the loan amount);;;;
2009;China;Working capital financed by banks (%);;;;
2009;India;Bank credit to bank deposits (%);71.40043;;;
2009;India;Bank noninterest income to total income (%);35.64281;;;
2009;India;Bank non-performing loans to gross loans (%);2.2;;;
2009;India;Bank Z-score;16.65333;;;
2009;India;Firms whose recent loan application was rejected (%);;;;
2009;India;Gross portfolio equity liabilities to GDP (%);6.952227000000001;;;
2009;India;Life insurance premium volume to GDP (%);4.431851;;;
2009;India;Loans requiring collateral (%);;;;
2009;India;Mobile phone used to pay bills (% age 15+);;;;
2009;India;Outstanding domestic public debt securities to GDP (%);2.158081;;;
2009;India;Remittance inflows to GDP (%);3.6667699999999996;;;
2009;India;Small firms with a bank loan or line of credit (%);;;;
2009;India;Stock market return (%, year-on-year);10.662;;;
2009;Kuwait;5-bank asset concentration;;;;
2009;Kuwait;Account used to receive remittances (% age 15+);;;;
2009;Kuwait;Account used to receive wages (% age 15+);;;;
2009;Kuwait;Bank capital to total assets (%);11.4;;;
2009;Kuwait;Bank cost to income ratio (%);31.280790000000003;;;
2009;Kuwait;Bank noninterest income to total income (%);29.064040000000002;;;
2009;Kuwait;Bank return on equity (%, after tax);9.194086;;;
2009;Kuwait;Credit to government and state-owned enterprises to GDP (%);6.301342;;;
2009;Kuwait;Deposit money bank assets to deposit money bank assets and central bank assets (%);;;;
2009;Kuwait;Deposit money banks'' assets to GDP (%);85.37326;;;
2009;Kuwait;Electronic payments used to make payments (% age 15+);;;;
2009;Kuwait;External loans and deposits of reporting banks vis-Ã -vis the nonbanking sectors (% of domestic bank deposits);26.29093;;;
2009;Kuwait;Firms using banks to finance working capital (%);;;;
2009;Kuwait;Liquid assets to deposits and short term funding (%);18.8649;;;
2009;Kuwait;Loan from a financial institution in the past year (% age 15+);;;;
2009;Kuwait;Loan from a private lender in the past year (% age 15+);;;;
2009;Kuwait;Loan in the past year (% age 15+);;;;
2009;Kuwait;Outstanding international private debt securities to GDP (%);;;;
2009;Kuwait;Outstanding international public debt securities to GDP (%);;;;
2009;Kuwait;Private credit by deposit money banks and other financial institutions to GDP (%);85.12307;;;
2009;Kuwait;Remittance inflows to GDP (%);0.0;;;
2009;Kuwait;Stock market total value traded to GDP (%);;;;
2009;Oman;5-bank asset concentration;100.0;;;
2009;Oman;Bank capital to total assets (%);13.4;;;
2009;Oman;Bank lending-deposit spread;2.894833;;;
2009;Oman;Bank regulatory capital to risk-weighted assets (%);15.6;;;
1960;Bahrain;Account at a formal financial institution (% age 15+);;;;
1960;Bahrain;Bank return on equity (%, after tax);;;;
1960;Bahrain;Banking crisis dummy (1=banking crisis, 0=none);;;;
1960;Bahrain;Debit card (% age 15+);;;;
1960;Bahrain;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);;;;
1960;Bahrain;Financial system deposits to GDP (%);;;;
1960;Bahrain;Firms identifying access to finance as a major constraint (%);;;;
1960;Bahrain;Firms with a bank loan or line of credit (%);;;;
1960;Bahrain;Foreign banks among total banks (%);;;;
1960;Bahrain;Insurance company assets to GDP (%);;;;
1960;Bahrain;Life insurance premium volume to GDP (%);;;;
1960;Bahrain;Loan from a financial institution in the past year (% age 15+);;;;
1960;Bahrain;Loan in the past year (% age 15+);;;;
1960;Bahrain;Loans from nonresident banks (net) to GDP (%);;;;
1960;Bahrain;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
1960;Bahrain;Non-life insurance premium volume to GDP (%);;;;
1960;Bahrain;Outstanding domestic public debt securities to GDP (%);;;;
1960;Bahrain;Outstanding international private debt securities to GDP (%);;;;
1960;Bahrain;Remittance inflows to GDP (%);;;;
1960;Bahrain;Stock market return (%, year-on-year);;;;
1960;China;Account used for business purposes (% age 15+);;;;
1960;China;Bank accounts per 1,000 adults;;;;
1960;China;Bank capital to total assets (%);;;;
1960;China;Bank deposits to GDP (%);;;;
1960;China;Bank non-performing loans to gross loans (%);;;;
1960;China;Bank return on assets (%, after tax);;;;
1960;China;Banking crisis dummy (1=banking crisis, 0=none);;;;
1960;China;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);;;;
1960;China;Foreign bank assets among total bank assets (%);;;;
1960;China;Foreign bank assets among total banks assets (%);;;;
1960;China;Government bank assets among total bank assets (%);;;;
1960;China;Gross portfolio equity liabilities to GDP (%);;;;
1960;China;Loan from a private lender in the past year (% age 15+);;;;
1960;China;Loans requiring collateral (%);;;;
1960;China;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
1960;China;Number of listed companies per 1,000,000 people;;;;
1960;China;Private credit by deposit money banks to GDP (%);;;;
1960;China;Saved at a financial institution in the past year (% age 15+);;;;
1960;China;Small firms with a bank loan or line of credit (%);;;;
1960;China;Syndicated loan average maturity (years);;;;
1960;China;Value of collateral needed for a loan (% of the loan amount);;;;
1960;India;Account used to receive government payments (% age 15+);;;;
1960;India;Bank concentration (%);;;;
1960;India;Bank deposits to GDP (%);10.80345;;;
1960;India;Bank regulatory capital to risk-weighted assets (%);;;;
1960;India;Bank return on equity (%, before tax);;;;
1960;India;Corporate bond average maturity (years);;;;
1960;India;Credit card (% age 15+);;;;
1960;India;Debit card (% age 15+);;;;
1960;India;Deposit money bank assets to deposit money bank assets and central bank assets (%);49.74471;;;
1960;India;Domestic credit to private sector (% of GDP);7.84313;;;
1960;India;Firms whose recent loan application was rejected (%);;;;
1960;India;Firms with a checking or savings account (%);;;;
1960;India;Foreign banks among total banks (%);;;;
1960;India;International debt issues to GDP (%);;;;
1960;India;Liquid liabilities in millions USD (2000 constant);59974.12;;;
1960;India;Liquid liabilities to GDP (%);22.071920000000002;;;
1960;India;Loan through store credit in the past year (% age 15+);;;;
1960;India;Loans from nonresident banks (amounts outstanding) to GDP (%);;;;
1960;India;Loans from nonresident banks (net) to GDP (%);;;;
1960;India;Loans requiring collateral (%);;;;
1960;India;Outstanding domestic private debt securities to GDP (%);;;;
1960;India;Saved any money in the past year (% age 15+);;;;
1960;India;Stock market return (%, year-on-year);;;;
1960;India;Syndicated loan average maturity (years);;;;
1960;India;Working capital financed by banks (%);;;;
1960;Kuwait;Account used to receive government payments (% age 15+);;;;
1960;Kuwait;Bank cost to income ratio (%);;;;
1960;Kuwait;Bank credit to bank deposits (%);;;;
1960;Kuwait;Bank net interest margin (%);;;;
1960;Kuwait;Credit flows by fintech and bigtech companies to GDP (%);;;;
1960;Kuwait;Deposit money banks'' assets to GDP (%);;;;
1960;Kuwait;Domestic credit to private sector (% of GDP);;;;
1960;Kuwait;Firms using banks to finance working capital (%);;;;
1960;Kuwait;Firms with a bank loan or line of credit (%);;;;
1960;Kuwait;Foreign bank assets among total bank assets (%);;;;
1960;Kuwait;Global leasing volume to GDP (%);;;;
1960;Kuwait;Gross portfolio equity assets to GDP (%);;;;
1960;Kuwait;Investments financed by banks (%);;;;
1960;Kuwait;Life insurance premium volume to GDP (%);;;;
1960;Kuwait;Loans from nonresident banks (net) to GDP (%);;;;
1960;Kuwait;Market capitalization excluding top 10 companies to total market capitalization (%);;;;
1960;Kuwait;Mobile phone used to pay bills (% age 15+);;;;
1960;Kuwait;Mobile phone used to send money (% age 15+);;;;
1960;Kuwait;Outstanding domestic private debt securities to GDP (%);;;;
1960;Kuwait;Private credit by deposit money banks and other financial institutions to GDP (%);;;;
1960;Kuwait;Saved using a savings club in the past year (% age 15+);;;;
1960;Kuwait;Stock market capitalization to GDP (%);;;;
1960;Kuwait;Value of collateral needed for a loan (% of the loan amount);;;;
1960;Kuwait;Working capital financed by banks (%);;;;
1960;Oman;Account used for business purposes (% age 15+);;;;
1960;Oman;Bank credit to bank deposits (%);;;;
1960;Oman;Bank noninterest income to total income (%);;;;
1960;Oman;Bank non-performing loans to gross loans (%);;;;
1960;Oman;Bank overhead costs to total assets (%);;;;
1960;Oman;Bank return on equity (%, before tax);;;;
1960;Oman;Credit to government and state-owned enterprises to GDP (%);;;;
1960;Oman;Debit card (% age 15+);;;;
1960;Oman;Electronic payments used to make payments (% age 15+);;;;
1960;Oman;External loans and deposits of reporting banks vis-Ã -vis the banking sector (% of domestic bank deposits);;;;
1960;Oman;Firms not needing a loan (%);;;;
1960;Oman;Firms using banks to finance investments (%);;;;
1960;Oman;Firms with a bank loan or line of credit (%);;;;
1960;Oman;Gross portfolio equity assets to GDP (%);;;;
1960;Oman;International debt issues to GDP (%);;;;
1960;Oman;Loan from a private lender in the past year (% age 15+);;;;
1960;Oman;Loan from family or friends in the past year (% age 15+);;;;
1960;Oman;Loan in the past year (% age 15+);;;;
1960;Oman;Loans from nonresident banks (net) to GDP (%);;;;
1960;Oman;Mobile phone used to pay bills (% age 15+);;;;
1960;Oman;Nonfinancial corporate bonds to total bonds and notes outstanding (%);;;;
1960;Oman;Non-life insurance premium volume to GDP (%);;;;
1960;Oman;Outstanding domestic private debt securities to GDP (%);;;;
1960;Oman;Provisions to nonperforming loans (%);;;;
1960;Oman;Small firms with a bank loan or line of credit (%);;;;
1960;Qatar;Account used to receive wages (% age 15+);;;;
1960;Qatar;Bank accounts per 1,000 adults;;;;
1960;Qatar;Bank concentration (%);;;;
1960;Qatar;Bank deposits to GDP (%);;;;
1960;Qatar;Bank return on assets (%, before tax);;;;
1960;Qatar;Bank return on equity (%, after tax);;;;
1960;Qatar;Bank Z-score;;;;
1960;Qatar;Central bank assets to GDP (%);;;;
1960;Qatar;Firms identifying access to finance as a major constraint (%);;;;
1960;Qatar;Firms using banks to finance working capital (%);;;;
1960;Qatar;Government bank assets among total bank assets (%);;;;
1960;Qatar;International debt issues to GDP (%);;;;
1960;Qatar;Liquid assets to deposits and short term funding (%);;;;
1960;Qatar;Loan from a financial institution in the past year (% age 15+);;;;
1960;Qatar;Loan in the past year (% age 15+);;;;
1960;Qatar;Loans from nonresident banks (amounts outstanding) to GDP (%);;;;
1960;Qatar;Loans requiring collateral (%);;;;
1960;Qatar;Number of listed companies per 1,000,000 people;;;;
1960;Qatar;Outstanding domestic public debt securities to GDP (%);;;;
1960;Qatar;Pension fund assets to GDP (%);;;;
1960;Qatar;Saved at a financial institution in the past year (% age 15+);;;;
1960;Qatar;Small firms with a bank loan or line of credit (%);;;;
1960;Qatar;Stock market turnover ratio (%);;;;
1960;Qatar;Value of collateral needed for a loan (% of the loan amount);;;;
1960;Qatar;Value traded excluding top 10 traded companies to total value traded (%);;;;
1960;Saudi Arabia;5-bank asset concentration;;;;
1960;Saudi Arabia;Bank non-performing loans to gross loans (%);;;;
1960;Saudi Arabia;Banking crisis dummy (1=banking crisis, 0=none);;;;
1960;Saudi Arabia;Credit card (% age 15+);;;;
1960;Saudi Arabia;Credit flows by fintech and bigtech companies to GDP (%);;;;
1960;Saudi Arabia;Credit to government and state-owned enterprises to GDP (%);;;;
1960;Saudi Arabia;External loans and deposits of reporting banks vis-Ã -vis all sectors (% of domestic bank deposits);;;;
1960;Saudi Arabia;Firms identifying access to finance as a major constraint (%);;;;
1960;Saudi Arabia;Liquid assets to deposits and short term funding (%);;;;
1960;Saudi Arabia;Liquid liabilities to GDP (%);;;;
1960;Saudi Arabia;Loan from a private lender in the past year (% age 15+);;;;
1960;Saudi Arabia;Loan from an employer in the past year (% age 15+);;;;
1960;Saudi Arabia;Loan from family or friends in the past year (% age 15+);;;;
1960;Saudi Arabia;Loans from nonresident banks (net) to GDP (%);;;;
1960;Saudi Arabia;Loans requiring collateral (%);;;;
1960;Saudi Arabia;Stock market capitalization to GDP (%);;;;
1960;Saudi Arabia;Stock price volatility;;;;
1960;Saudi Arabia;Syndicated loan issuance volume to GDP (%);;;;
1960;Saudi Arabia;Value traded excluding top 10 traded companies to total value traded (%);;;;
1961;Bahrain;Account used to receive government payments (% age 15+);;;;
